sample_no,time,current
117757,5.8878e-05,3.53817e-07
117758,5.8879e-05,3.53817e-07
117759,5.8879e-05,0.00011777
117760,5.888e-05,0.000926727
117761,5.888e-05,3.53817e-07
117762,5.8881e-05,3.53817e-07
117763,5.8881e-05,3.53817e-07
117764,5.8882e-05,3.53817e-07
117765,5.8882e-05,3.53817e-07
117766,5.8883e-05,3.53817e-07
117767,5.8883e-05,3.53817e-07
117768,5.8884e-05,3.53817e-07
117769,5.8884e-05,0.000274911
117770,5.8885e-05,0.00203553
117771,5.8885e-05,2.63187e-05
117772,5.8886e-05,3.53817e-07
117773,5.8886e-05,3.53817e-07
117774,5.8887e-05,3.53817e-07
117775,5.8887e-05,3.53817e-07
117776,5.8888e-05,3.53817e-07
117777,5.8888e-05,3.53817e-07
117778,5.8889e-05,3.53817e-07
117779,5.8889e-05,0.000117768
117780,5.889e-05,0.000926729
117781,5.889e-05,3.53817e-07
117782,5.8891e-05,3.53817e-07
117783,5.8891e-05,3.53817e-07
117784,5.8892e-05,3.53817e-07
117785,5.8892e-05,3.53817e-07
117786,5.8893e-05,3.53817e-07
117787,5.8893e-05,3.53817e-07
117788,5.8894e-05,3.53817e-07
117789,5.8894e-05,0.000273641
117790,5.8895e-05,0.00192828
117791,5.8895e-05,2.44648e-05
117792,5.8896e-05,3.53817e-07
117793,5.8896e-05,3.53817e-07
117794,5.8897e-05,3.53817e-07
117795,5.8897e-05,3.53817e-07
117796,5.8898e-05,3.53817e-07
117797,5.8898e-05,3.53817e-07
117798,5.8899e-05,3.53817e-07
117799,5.8899e-05,0.000117766
117800,5.89e-05,0.000926731
117801,5.89e-05,3.53817e-07
117802,5.8901e-05,3.53817e-07
117803,5.8901e-05,3.53817e-07
117804,5.8902e-05,3.53817e-07
117805,5.8902e-05,3.53817e-07
117806,5.8903e-05,3.53817e-07
117807,5.8903e-05,3.53817e-07
117808,5.8904e-05,3.53817e-07
117809,5.8904e-05,0.000270461
117810,5.8905e-05,0.00189642
117811,5.8905e-05,2.53786e-05
117812,5.8906e-05,3.53817e-07
117813,5.8906e-05,3.53817e-07
117814,5.8907e-05,3.53817e-07
117815,5.8907e-05,3.53817e-07
117816,5.8908e-05,3.53817e-07
117817,5.8908e-05,3.53817e-07
117818,5.8909e-05,3.53817e-07
117819,5.8909e-05,0.000117764
117820,5.891e-05,0.000926733
117821,5.891e-05,3.53817e-07
117822,5.8911e-05,3.53817e-07
117823,5.8911e-05,3.53817e-07
117824,5.8912e-05,3.53817e-07
117825,5.8912e-05,3.53817e-07
117826,5.8913e-05,3.53817e-07
117827,5.8913e-05,3.53817e-07
117828,5.8914e-05,3.53817e-07
117829,5.8914e-05,0.000331617
117830,5.8915e-05,0.00208247
117831,5.8915e-05,2.59921e-05
117832,5.8916e-05,3.53817e-07
117833,5.8916e-05,3.53817e-07
117834,5.8917e-05,3.53817e-07
117835,5.8917e-05,3.53817e-07
117836,5.8918e-05,3.53817e-07
117837,5.8918e-05,3.53817e-07
117838,5.8919e-05,3.53817e-07
117839,5.8919e-05,0.000117761
117840,5.892e-05,0.000926735
117841,5.892e-05,3.53817e-07
117842,5.8921e-05,3.53817e-07
117843,5.8921e-05,3.53817e-07
117844,5.8922e-05,3.53817e-07
117845,5.8922e-05,3.53817e-07
117846,5.8923e-05,3.53817e-07
117847,5.8923e-05,3.53817e-07
117848,5.8924e-05,3.53817e-07
117849,5.8924e-05,0.000281865
117850,5.8925e-05,0.0021458
117851,5.8925e-05,2.84694e-05
117852,5.8926e-05,3.53817e-07
117853,5.8926e-05,3.53817e-07
117854,5.8927e-05,3.53817e-07
117855,5.8927e-05,3.53817e-07
117856,5.8928e-05,3.53817e-07
117857,5.8928e-05,3.53817e-07
117858,5.8929e-05,3.53817e-07
117859,5.8929e-05,0.000117759
117860,5.893e-05,0.000926737
117861,5.893e-05,3.53817e-07
117862,5.8931e-05,3.53817e-07
117863,5.8931e-05,3.53817e-07
117864,5.8932e-05,3.53817e-07
117865,5.8932e-05,3.53817e-07
117866,5.8933e-05,3.53817e-07
117867,5.8933e-05,3.53817e-07
117868,5.8934e-05,3.53817e-07
117869,5.8934e-05,0.000280439
117870,5.8935e-05,0.00196613
117871,5.8935e-05,2.4655e-05
117872,5.8936e-05,3.53817e-07
117873,5.8936e-05,3.53817e-07
117874,5.8937e-05,3.53817e-07
117875,5.8937e-05,3.53817e-07
117876,5.8938e-05,3.53817e-07
117877,5.8938e-05,3.53817e-07
117878,5.8939e-05,3.53817e-07
117879,5.8939e-05,0.000117757
117880,5.894e-05,0.000926739
117881,5.894e-05,3.53817e-07
117882,5.8941e-05,3.53817e-07
117883,5.8941e-05,3.53817e-07
117884,5.8942e-05,3.53817e-07
117885,5.8942e-05,3.53817e-07
117886,5.8943e-05,3.53817e-07
117887,5.8943e-05,3.53817e-07
117888,5.8944e-05,3.53817e-07
117889,5.8944e-05,0.000289412
117890,5.8945e-05,0.0020469
117891,5.8945e-05,2.74758e-05
117892,5.8946e-05,3.53817e-07
117893,5.8946e-05,3.53817e-07
117894,5.8947e-05,3.53817e-07
117895,5.8947e-05,3.53817e-07
117896,5.8948e-05,3.53817e-07
117897,5.8948e-05,3.53817e-07
117898,5.8949e-05,3.53817e-07
117899,5.8949e-05,0.000347084
117900,5.895e-05,0.00151764
117901,5.895e-05,3.63345e-07
117902,5.8951e-05,3.53817e-07
117903,5.8951e-05,3.53817e-07
117904,5.8952e-05,3.53817e-07
117905,5.8952e-05,3.53817e-07
117906,5.8953e-05,3.53817e-07
117907,5.8953e-05,3.53817e-07
117908,5.8954e-05,3.53817e-07
117909,5.8954e-05,7.66966e-05
117910,5.8955e-05,0.000715776
117911,5.8955e-05,1.30157e-06
117912,5.8956e-05,3.53817e-07
117913,5.8956e-05,3.53817e-07
117914,5.8957e-05,3.53817e-07
117915,5.8957e-05,3.53817e-07
117916,5.8958e-05,3.53817e-07
117917,5.8958e-05,3.53817e-07
117918,5.8959e-05,3.53817e-07
117919,5.8959e-05,0.000120177
117920,5.896e-05,0.000923209
117921,5.896e-05,3.53817e-07
117922,5.8961e-05,3.53817e-07
117923,5.8961e-05,3.53817e-07
117924,5.8962e-05,3.53817e-07
117925,5.8962e-05,3.53817e-07
117926,5.8963e-05,3.53817e-07
117927,5.8963e-05,3.53817e-07
117928,5.8964e-05,3.53817e-07
117929,5.8964e-05,7.65438e-05
117930,5.8965e-05,0.000702346
117931,5.8965e-05,3.53817e-07
117932,5.8966e-05,3.53817e-07
117933,5.8966e-05,3.53817e-07
117934,5.8967e-05,3.53817e-07
117935,5.8967e-05,3.53817e-07
117936,5.8968e-05,3.53817e-07
117937,5.8968e-05,3.53817e-07
117938,5.8969e-05,3.53817e-07
117939,5.8969e-05,0.000124832
117940,5.897e-05,0.000933831
117941,5.897e-05,3.53817e-07
117942,5.8971e-05,3.53817e-07
117943,5.8971e-05,3.53817e-07
117944,5.8972e-05,3.53817e-07
117945,5.8972e-05,3.53817e-07
117946,5.8973e-05,3.53817e-07
117947,5.8973e-05,3.53817e-07
117948,5.8974e-05,3.53817e-07
117949,5.8974e-05,7.65918e-05
117950,5.8975e-05,0.000712314
117951,5.8975e-05,5.72484e-07
117952,5.8976e-05,3.53817e-07
117953,5.8976e-05,3.53817e-07
117954,5.8977e-05,3.53817e-07
117955,5.8977e-05,3.53817e-07
117956,5.8978e-05,3.53817e-07
117957,5.8978e-05,3.53817e-07
117958,5.8979e-05,3.53817e-07
117959,5.8979e-05,0.000152872
117960,5.898e-05,0.00100484
117961,5.898e-05,3.55976e-07
117962,5.8981e-05,3.53817e-07
117963,5.8981e-05,3.53817e-07
117964,5.8982e-05,3.53817e-07
117965,5.8982e-05,3.53817e-07
117966,5.8983e-05,3.53817e-07
117967,5.8983e-05,3.53817e-07
117968,5.8984e-05,3.53817e-07
117969,5.8984e-05,7.65405e-05
117970,5.8985e-05,0.00070235
117971,5.8985e-05,3.53817e-07
117972,5.8986e-05,3.53817e-07
117973,5.8986e-05,3.53817e-07
117974,5.8987e-05,3.53817e-07
117975,5.8987e-05,3.53817e-07
117976,5.8988e-05,3.53817e-07
117977,5.8988e-05,3.53817e-07
117978,5.8989e-05,3.53817e-07
117979,5.8989e-05,0.000393693
117980,5.899e-05,0.00154091
117981,5.899e-05,3.53817e-07
117982,5.8991e-05,3.53817e-07
117983,5.8991e-05,3.53817e-07
117984,5.8992e-05,3.53817e-07
117985,5.8992e-05,3.53817e-07
117986,5.8993e-05,3.53817e-07
117987,5.8993e-05,3.53817e-07
117988,5.8994e-05,3.53817e-07
117989,5.8994e-05,0.000314377
117990,5.8995e-05,0.00199152
117991,5.8995e-05,2.34746e-05
117992,5.8996e-05,3.53817e-07
117993,5.8996e-05,3.53817e-07
117994,5.8997e-05,3.53817e-07
117995,5.8997e-05,3.53817e-07
117996,5.8998e-05,3.53817e-07
117997,5.8998e-05,3.53817e-07
117998,5.8999e-05,3.53817e-07
117999,5.8999e-05,0.000117745
118000,5.9e-05,0.000926751
118001,5.9e-05,3.53817e-07
118002,5.9001e-05,3.53817e-07
118003,5.9001e-05,3.53817e-07
118004,5.9002e-05,3.53817e-07
118005,5.9002e-05,3.53817e-07
118006,5.9003e-05,3.53817e-07
118007,5.9003e-05,3.53817e-07
118008,5.9004e-05,3.53817e-07
118009,5.9004e-05,0.000278954
118010,5.9005e-05,0.00189108
118011,5.9005e-05,1.86086e-05
118012,5.9006e-05,3.53817e-07
118013,5.9006e-05,3.53817e-07
118014,5.9007e-05,3.53817e-07
118015,5.9007e-05,3.53817e-07
118016,5.9008e-05,3.53817e-07
118017,5.9008e-05,3.53817e-07
118018,5.9009e-05,3.53817e-07
118019,5.9009e-05,0.000117743
118020,5.901e-05,0.000926754
118021,5.901e-05,3.53817e-07
118022,5.9011e-05,3.53817e-07
118023,5.9011e-05,3.53817e-07
118024,5.9012e-05,3.53817e-07
118025,5.9012e-05,3.53817e-07
118026,5.9013e-05,3.53817e-07
118027,5.9013e-05,3.53817e-07
118028,5.9014e-05,3.53817e-07
118029,5.9014e-05,0.000277426
118030,5.9015e-05,0.00194417
118031,5.9015e-05,2.24485e-05
118032,5.9016e-05,3.53817e-07
118033,5.9016e-05,3.53817e-07
118034,5.9017e-05,3.53817e-07
118035,5.9017e-05,3.53817e-07
118036,5.9018e-05,3.53817e-07
118037,5.9018e-05,3.53817e-07
118038,5.9019e-05,3.53817e-07
118039,5.9019e-05,0.000117741
118040,5.902e-05,0.000926756
118041,5.902e-05,3.53817e-07
118042,5.9021e-05,3.53817e-07
118043,5.9021e-05,3.53817e-07
118044,5.9022e-05,3.53817e-07
118045,5.9022e-05,3.53817e-07
118046,5.9023e-05,3.53817e-07
118047,5.9023e-05,3.53817e-07
118048,5.9024e-05,3.53817e-07
118049,5.9024e-05,0.000296074
118050,5.9025e-05,0.00199145
118051,5.9025e-05,2.23547e-05
118052,5.9026e-05,3.53817e-07
118053,5.9026e-05,3.53817e-07
118054,5.9027e-05,3.53817e-07
118055,5.9027e-05,3.53817e-07
118056,5.9028e-05,3.53817e-07
118057,5.9028e-05,3.53817e-07
118058,5.9029e-05,3.53817e-07
118059,5.9029e-05,0.000117739
118060,5.903e-05,0.000926758
118061,5.903e-05,3.53817e-07
118062,5.9031e-05,3.53817e-07
118063,5.9031e-05,3.53817e-07
118064,5.9032e-05,3.53817e-07
118065,5.9032e-05,3.53817e-07
118066,5.9033e-05,3.53817e-07
118067,5.9033e-05,3.53817e-07
118068,5.9034e-05,3.53817e-07
118069,5.9034e-05,0.000279636
118070,5.9035e-05,0.00206292
118071,5.9035e-05,2.82336e-05
118072,5.9036e-05,3.53817e-07
118073,5.9036e-05,3.53817e-07
118074,5.9037e-05,3.53817e-07
118075,5.9037e-05,3.53817e-07
118076,5.9038e-05,3.53817e-07
118077,5.9038e-05,3.53817e-07
118078,5.9039e-05,3.53817e-07
118079,5.9039e-05,0.000117737
118080,5.904e-05,0.00092676
118081,5.904e-05,3.53817e-07
118082,5.9041e-05,3.53817e-07
118083,5.9041e-05,3.53817e-07
118084,5.9042e-05,3.53817e-07
118085,5.9042e-05,3.53817e-07
118086,5.9043e-05,3.53817e-07
118087,5.9043e-05,3.53817e-07
118088,5.9044e-05,3.53817e-07
118089,5.9044e-05,0.00026973
118090,5.9045e-05,0.00195761
118091,5.9045e-05,2.52278e-05
118092,5.9046e-05,3.53817e-07
118093,5.9046e-05,3.53817e-07
118094,5.9047e-05,3.53817e-07
118095,5.9047e-05,3.53817e-07
118096,5.9048e-05,3.53817e-07
118097,5.9048e-05,3.53817e-07
118098,5.9049e-05,3.53817e-07
118099,5.9049e-05,0.000117734
118100,5.905e-05,0.000926762
118101,5.905e-05,3.53817e-07
118102,5.9051e-05,3.53817e-07
118103,5.9051e-05,3.53817e-07
118104,5.9052e-05,3.53817e-07
118105,5.9052e-05,3.53817e-07
118106,5.9053e-05,3.53817e-07
118107,5.9053e-05,3.53817e-07
118108,5.9054e-05,3.53817e-07
118109,5.9054e-05,0.000270735
118110,5.9055e-05,0.00189799
118111,5.9055e-05,2.46425e-05
118112,5.9056e-05,3.53817e-07
118113,5.9056e-05,3.53817e-07
118114,5.9057e-05,3.53817e-07
118115,5.9057e-05,3.53817e-07
118116,5.9058e-05,3.53817e-07
118117,5.9058e-05,3.53817e-07
118118,5.9059e-05,3.53817e-07
118119,5.9059e-05,0.000117732
118120,5.906e-05,0.000926764
118121,5.906e-05,3.53817e-07
118122,5.9061e-05,3.53817e-07
118123,5.9061e-05,3.53817e-07
118124,5.9062e-05,3.53817e-07
118125,5.9062e-05,3.53817e-07
118126,5.9063e-05,3.53817e-07
118127,5.9063e-05,3.53817e-07
118128,5.9064e-05,3.53817e-07
118129,5.9064e-05,0.000341452
118130,5.9065e-05,0.00208335
118131,5.9065e-05,2.61333e-05
118132,5.9066e-05,3.53817e-07
118133,5.9066e-05,3.53817e-07
118134,5.9067e-05,3.53817e-07
118135,5.9067e-05,3.53817e-07
118136,5.9068e-05,3.53817e-07
118137,5.9068e-05,3.53817e-07
118138,5.9069e-05,3.53817e-07
118139,5.9069e-05,0.00011773
118140,5.907e-05,0.000926766
118141,5.907e-05,3.53817e-07
118142,5.9071e-05,3.53817e-07
118143,5.9071e-05,3.53817e-07
118144,5.9072e-05,3.53817e-07
118145,5.9072e-05,3.53817e-07
118146,5.9073e-05,3.53817e-07
118147,5.9073e-05,3.53817e-07
118148,5.9074e-05,3.53817e-07
118149,5.9074e-05,0.000283921
118150,5.9075e-05,0.00215764
118151,5.9075e-05,3.01438e-05
118152,5.9076e-05,3.53817e-07
118153,5.9076e-05,3.53817e-07
118154,5.9077e-05,3.53817e-07
118155,5.9077e-05,3.53817e-07
118156,5.9078e-05,3.53817e-07
118157,5.9078e-05,3.53817e-07
118158,5.9079e-05,3.53817e-07
118159,5.9079e-05,0.000117728
118160,5.908e-05,0.000926768
118161,5.908e-05,3.53817e-07
118162,5.9081e-05,3.53817e-07
118163,5.9081e-05,3.53817e-07
118164,5.9082e-05,3.53817e-07
118165,5.9082e-05,3.53817e-07
118166,5.9083e-05,3.53817e-07
118167,5.9083e-05,3.53817e-07
118168,5.9084e-05,3.53817e-07
118169,5.9084e-05,0.000276157
118170,5.9085e-05,0.00199214
118171,5.9085e-05,2.55082e-05
118172,5.9086e-05,3.53817e-07
118173,5.9086e-05,3.53817e-07
118174,5.9087e-05,3.53817e-07
118175,5.9087e-05,3.53817e-07
118176,5.9088e-05,3.53817e-07
118177,5.9088e-05,3.53817e-07
118178,5.9089e-05,3.53817e-07
118179,5.9089e-05,0.000117726
118180,5.909e-05,0.00092677
118181,5.909e-05,3.53817e-07
118182,5.9091e-05,3.53817e-07
118183,5.9091e-05,3.53817e-07
118184,5.9092e-05,3.53817e-07
118185,5.9092e-05,3.53817e-07
118186,5.9093e-05,3.53817e-07
118187,5.9093e-05,3.53817e-07
118188,5.9094e-05,3.53817e-07
118189,5.9094e-05,0.000286994
118190,5.9095e-05,0.00204358
118191,5.9095e-05,2.48973e-05
118192,5.9096e-05,3.53817e-07
118193,5.9096e-05,3.53817e-07
118194,5.9097e-05,3.53817e-07
118195,5.9097e-05,3.53817e-07
118196,5.9098e-05,3.53817e-07
118197,5.9098e-05,3.53817e-07
118198,5.9099e-05,3.53817e-07
118199,5.9099e-05,0.000357822
118200,5.91e-05,0.00156542
118201,5.91e-05,3.53817e-07
118202,5.9101e-05,3.53817e-07
118203,5.9101e-05,3.53817e-07
118204,5.9102e-05,3.53817e-07
118205,5.9102e-05,3.53817e-07
118206,5.9103e-05,3.53817e-07
118207,5.9103e-05,3.53817e-07
118208,5.9104e-05,3.53817e-07
118209,5.9104e-05,7.66719e-05
118210,5.9105e-05,0.000715801
118211,5.9105e-05,1.30163e-06
118212,5.9106e-05,3.53817e-07
118213,5.9106e-05,3.53817e-07
118214,5.9107e-05,3.53817e-07
118215,5.9107e-05,3.53817e-07
118216,5.9108e-05,3.53817e-07
118217,5.9108e-05,3.53817e-07
118218,5.9109e-05,3.53817e-07
118219,5.9109e-05,0.000120146
118220,5.911e-05,0.00092324
118221,5.911e-05,3.53817e-07
118222,5.9111e-05,3.53817e-07
118223,5.9111e-05,3.53817e-07
118224,5.9112e-05,3.53817e-07
118225,5.9112e-05,3.53817e-07
118226,5.9113e-05,3.53817e-07
118227,5.9113e-05,3.53817e-07
118228,5.9114e-05,3.53817e-07
118229,5.9114e-05,7.65191e-05
118230,5.9115e-05,0.000702371
118231,5.9115e-05,3.53817e-07
118232,5.9116e-05,3.53817e-07
118233,5.9116e-05,3.53817e-07
118234,5.9117e-05,3.53817e-07
118235,5.9117e-05,3.53817e-07
118236,5.9118e-05,3.53817e-07
118237,5.9118e-05,3.53817e-07
118238,5.9119e-05,3.53817e-07
118239,5.9119e-05,0.000124801
118240,5.912e-05,0.000933863
118241,5.912e-05,3.53817e-07
118242,5.9121e-05,3.53817e-07
118243,5.9121e-05,3.53817e-07
118244,5.9122e-05,3.53817e-07
118245,5.9122e-05,3.53817e-07
118246,5.9123e-05,3.53817e-07
118247,5.9123e-05,3.53817e-07
118248,5.9124e-05,3.53817e-07
118249,5.9124e-05,7.65671e-05
118250,5.9125e-05,0.000712338
118251,5.9125e-05,5.72501e-07
118252,5.9126e-05,3.53817e-07
118253,5.9126e-05,3.53817e-07
118254,5.9127e-05,3.53817e-07
118255,5.9127e-05,3.53817e-07
118256,5.9128e-05,3.53817e-07
118257,5.9128e-05,3.53817e-07
118258,5.9129e-05,3.53817e-07
118259,5.9129e-05,0.000139472
118260,5.913e-05,0.00100685
118261,5.913e-05,3.53732e-07
118262,5.9131e-05,3.53817e-07
118263,5.9131e-05,3.53817e-07
118264,5.9132e-05,3.53817e-07
118265,5.9132e-05,3.53817e-07
118266,5.9133e-05,3.53817e-07
118267,5.9133e-05,3.53817e-07
118268,5.9134e-05,3.53817e-07
118269,5.9134e-05,7.65159e-05
118270,5.9135e-05,0.000702374
118271,5.9135e-05,3.53817e-07
118272,5.9136e-05,3.53817e-07
118273,5.9136e-05,3.53817e-07
118274,5.9137e-05,3.53817e-07
118275,5.9137e-05,3.53817e-07
118276,5.9138e-05,3.53817e-07
118277,5.9138e-05,3.53817e-07
118278,5.9139e-05,3.53817e-07
118279,5.9139e-05,0.000395752
118280,5.914e-05,0.00158886
118281,5.914e-05,3.53817e-07
118282,5.9141e-05,3.53817e-07
118283,5.9141e-05,3.53817e-07
118284,5.9142e-05,3.53817e-07
118285,5.9142e-05,3.53817e-07
118286,5.9143e-05,3.53817e-07
118287,5.9143e-05,3.53817e-07
118288,5.9144e-05,3.53817e-07
118289,5.9144e-05,0.000359631
118290,5.9145e-05,0.00213919
118291,5.9145e-05,2.3201e-05
118292,5.9146e-05,3.53817e-07
118293,5.9146e-05,3.53817e-07
118294,5.9147e-05,3.53817e-07
118295,5.9147e-05,3.53817e-07
118296,5.9148e-05,3.53817e-07
118297,5.9148e-05,3.53817e-07
118298,5.9149e-05,3.53817e-07
118299,5.9149e-05,0.000117714
118300,5.915e-05,0.000926783
118301,5.915e-05,3.53817e-07
118302,5.9151e-05,3.53817e-07
118303,5.9151e-05,3.53817e-07
118304,5.9152e-05,3.53817e-07
118305,5.9152e-05,3.53817e-07
118306,5.9153e-05,3.53817e-07
118307,5.9153e-05,3.53817e-07
118308,5.9154e-05,3.53817e-07
118309,5.9154e-05,0.000281292
118310,5.9155e-05,0.00209415
118311,5.9155e-05,2.90027e-05
118312,5.9156e-05,3.53817e-07
118313,5.9156e-05,3.53817e-07
118314,5.9157e-05,3.53817e-07
118315,5.9157e-05,3.53817e-07
118316,5.9158e-05,3.53817e-07
118317,5.9158e-05,3.53817e-07
118318,5.9159e-05,3.53817e-07
118319,5.9159e-05,0.000117712
118320,5.916e-05,0.000926785
118321,5.916e-05,3.53817e-07
118322,5.9161e-05,3.53817e-07
118323,5.9161e-05,3.53817e-07
118324,5.9162e-05,3.53817e-07
118325,5.9162e-05,3.53817e-07
118326,5.9163e-05,3.53817e-07
118327,5.9163e-05,3.53817e-07
118328,5.9164e-05,3.53817e-07
118329,5.9164e-05,0.000269876
118330,5.9165e-05,0.00194321
118331,5.9165e-05,2.34354e-05
118332,5.9166e-05,3.53817e-07
118333,5.9166e-05,3.53817e-07
118334,5.9167e-05,3.53817e-07
118335,5.9167e-05,3.53817e-07
118336,5.9168e-05,3.53817e-07
118337,5.9168e-05,3.53817e-07
118338,5.9169e-05,3.53817e-07
118339,5.9169e-05,0.00011771
118340,5.917e-05,0.000926787
118341,5.917e-05,3.53817e-07
118342,5.9171e-05,3.53817e-07
118343,5.9171e-05,3.53817e-07
118344,5.9172e-05,3.53817e-07
118345,5.9172e-05,3.53817e-07
118346,5.9173e-05,3.53817e-07
118347,5.9173e-05,3.53817e-07
118348,5.9174e-05,3.53817e-07
118349,5.9174e-05,0.000285784
118350,5.9175e-05,0.00193661
118351,5.9175e-05,2.239e-05
118352,5.9176e-05,3.53817e-07
118353,5.9176e-05,3.53817e-07
118354,5.9177e-05,3.53817e-07
118355,5.9177e-05,3.53817e-07
118356,5.9178e-05,3.53817e-07
118357,5.9178e-05,3.53817e-07
118358,5.9179e-05,3.53817e-07
118359,5.9179e-05,0.000117707
118360,5.918e-05,0.000926789
118361,5.918e-05,3.53817e-07
118362,5.9181e-05,3.53817e-07
118363,5.9181e-05,3.53817e-07
118364,5.9182e-05,3.53817e-07
118365,5.9182e-05,3.53817e-07
118366,5.9183e-05,3.53817e-07
118367,5.9183e-05,3.53817e-07
118368,5.9184e-05,3.53817e-07
118369,5.9184e-05,0.000285074
118370,5.9185e-05,0.0020467
118371,5.9185e-05,2.68342e-05
118372,5.9186e-05,3.53817e-07
118373,5.9186e-05,3.53817e-07
118374,5.9187e-05,3.53817e-07
118375,5.9187e-05,3.53817e-07
118376,5.9188e-05,3.53817e-07
118377,5.9188e-05,3.53817e-07
118378,5.9189e-05,3.53817e-07
118379,5.9189e-05,0.000117705
118380,5.919e-05,0.000926791
118381,5.919e-05,3.53817e-07
118382,5.9191e-05,3.53817e-07
118383,5.9191e-05,3.53817e-07
118384,5.9192e-05,3.53817e-07
118385,5.9192e-05,3.53817e-07
118386,5.9193e-05,3.53817e-07
118387,5.9193e-05,3.53817e-07
118388,5.9194e-05,3.53817e-07
118389,5.9194e-05,0.000288372
118390,5.9195e-05,0.00199363
118391,5.9195e-05,2.63661e-05
118392,5.9196e-05,3.53817e-07
118393,5.9196e-05,3.53817e-07
118394,5.9197e-05,3.53817e-07
118395,5.9197e-05,3.53817e-07
118396,5.9198e-05,3.53817e-07
118397,5.9198e-05,3.53817e-07
118398,5.9199e-05,3.53817e-07
118399,5.9199e-05,0.000117703
118400,5.92e-05,0.000926793
118401,5.92e-05,3.53817e-07
118402,5.9201e-05,3.53817e-07
118403,5.9201e-05,3.53817e-07
118404,5.9202e-05,3.53817e-07
118405,5.9202e-05,3.53817e-07
118406,5.9203e-05,3.53817e-07
118407,5.9203e-05,3.53817e-07
118408,5.9204e-05,3.53817e-07
118409,5.9204e-05,0.000269358
118410,5.9205e-05,0.00194759
118411,5.9205e-05,2.67288e-05
118412,5.9206e-05,3.53817e-07
118413,5.9206e-05,3.53817e-07
118414,5.9207e-05,3.53817e-07
118415,5.9207e-05,3.53817e-07
118416,5.9208e-05,3.53817e-07
118417,5.9208e-05,3.53817e-07
118418,5.9209e-05,3.53817e-07
118419,5.9209e-05,0.000117701
118420,5.921e-05,0.000926795
118421,5.921e-05,3.53817e-07
118422,5.9211e-05,3.53817e-07
118423,5.9211e-05,3.53817e-07
118424,5.9212e-05,3.53817e-07
118425,5.9212e-05,3.53817e-07
118426,5.9213e-05,3.53817e-07
118427,5.9213e-05,3.53817e-07
118428,5.9214e-05,3.53817e-07
118429,5.9214e-05,0.00029371
118430,5.9215e-05,0.00194812
118431,5.9215e-05,2.34673e-05
118432,5.9216e-05,3.53817e-07
118433,5.9216e-05,3.53817e-07
118434,5.9217e-05,3.53817e-07
118435,5.9217e-05,3.53817e-07
118436,5.9218e-05,3.53817e-07
118437,5.9218e-05,3.53817e-07
118438,5.9219e-05,3.53817e-07
118439,5.9219e-05,0.000117699
118440,5.922e-05,0.000926797
118441,5.922e-05,3.53817e-07
118442,5.9221e-05,3.53817e-07
118443,5.9221e-05,3.53817e-07
118444,5.9222e-05,3.53817e-07
118445,5.9222e-05,3.53817e-07
118446,5.9223e-05,3.53817e-07
118447,5.9223e-05,3.53817e-07
118448,5.9224e-05,3.53817e-07
118449,5.9224e-05,0.000288509
118450,5.9225e-05,0.00194011
118451,5.9225e-05,2.00847e-05
118452,5.9226e-05,3.53817e-07
118453,5.9226e-05,3.53817e-07
118454,5.9227e-05,3.53817e-07
118455,5.9227e-05,3.53817e-07
118456,5.9228e-05,3.53817e-07
118457,5.9228e-05,3.53817e-07
118458,5.9229e-05,3.53817e-07
118459,5.9229e-05,0.000117697
118460,5.923e-05,0.0009268
118461,5.923e-05,3.53817e-07
118462,5.9231e-05,3.53817e-07
118463,5.9231e-05,3.53817e-07
118464,5.9232e-05,3.53817e-07
118465,5.9232e-05,3.53817e-07
118466,5.9233e-05,3.53817e-07
118467,5.9233e-05,3.53817e-07
118468,5.9234e-05,3.53817e-07
118469,5.9234e-05,0.00028562
118470,5.9235e-05,0.00206045
118471,5.9235e-05,2.78608e-05
118472,5.9236e-05,3.53817e-07
118473,5.9236e-05,3.53817e-07
118474,5.9237e-05,3.53817e-07
118475,5.9237e-05,3.53817e-07
118476,5.9238e-05,3.53817e-07
118477,5.9238e-05,3.53817e-07
118478,5.9239e-05,3.53817e-07
118479,5.9239e-05,0.000117695
118480,5.924e-05,0.000926802
118481,5.924e-05,3.53817e-07
118482,5.9241e-05,3.53817e-07
118483,5.9241e-05,3.53817e-07
118484,5.9242e-05,3.53817e-07
118485,5.9242e-05,3.53817e-07
118486,5.9243e-05,3.53817e-07
118487,5.9243e-05,3.53817e-07
118488,5.9244e-05,3.53817e-07
118489,5.9244e-05,0.000284797
118490,5.9245e-05,0.00209538
118491,5.9245e-05,2.87511e-05
118492,5.9246e-05,3.53817e-07
118493,5.9246e-05,3.53817e-07
118494,5.9247e-05,3.53817e-07
118495,5.9247e-05,3.53817e-07
118496,5.9248e-05,3.53817e-07
118497,5.9248e-05,3.53817e-07
118498,5.9249e-05,3.53817e-07
118499,5.9249e-05,0.000352165
118500,5.925e-05,0.00154437
118501,5.925e-05,3.53918e-07
118502,5.9251e-05,3.53817e-07
118503,5.9251e-05,3.53817e-07
118504,5.9252e-05,3.53817e-07
118505,5.9252e-05,3.53817e-07
118506,5.9253e-05,3.53817e-07
118507,5.9253e-05,3.53817e-07
118508,5.9254e-05,3.53817e-07
118509,5.9254e-05,7.66472e-05
118510,5.9255e-05,0.000715826
118511,5.9255e-05,1.3017e-06
